N_A,N_B,cost_元,x,m,p_hat,ci_lower,ci_upper,point_est_feasible,main_seed_verdict,main_seed_m,verify_seed_verdict,verify_seed_m
250,3145,8.980504399674222,4,200,0.02,0.007804426362159347,0.05028708724004506,False,insufficient,200,,
314,2578,8.980504399674222,14,200,0.07,0.04215217166140097,0.11405480927390717,False,insufficient,200,,
378,2011,8.980504399674222,26,200,0.13,0.09028202253521182,0.18366351919982074,False,insufficient,200,,
442,1444,8.980504399674222,61,200,0.305,0.2453641558726048,0.3719855215282907,False,insufficient,200,,
506,877,8.980504399674222,102,200,0.51,0.44118587625055616,0.5784372172160646,False,insufficient,200,,
385,1949,8.980530579613001,27,200,0.135,0.09446570427968658,0.18929138418865638,False,insufficient,200,,
449,1382,8.980530579613001,63,200,0.315,0.2546232094605245,0.38234956140699167,False,insufficient,200,,
513,815,8.980530579613001,106,200,0.53,0.4609168286109567,0.5979524517889057,False,insufficient,200,,
1,5351,8.980530579613003,0,200,0.0,0.0,0.018845326668962936,False,insufficient,200,,
65,4784,8.980530579613003,0,200,0.0,0.0,0.018845326668962936,False,insufficient,200,,
