口径,c_A_元,c_B_元,M_search,M_final,M_base,M_anchor,N_A_hat90,N_A_safe,纯A成本_元,N_B_hat90,N_B_safe,纯B成本_元,C_ub_元,C_min层_元,N_A_star,N_B_star,C_star_元,phi_A_pp,phi_B_pp,phi_total_pp,P_hat_star,M_star,wilson95_CI,答案判定,答案种子,点估计最优_NA,点估计最优_NB,点估计最优_C_元,点估计最优_p_hat,点估计最优_M,保守最优主种子,验证点数,验证不足数,验证可靠数,验证跨线数,纯A保守兜底_元,单调性违反,A跨壁率,B跨壁率,elapsed_s
假设二(片段独立，完整球模型),0.01484402528821177,0.0016755160819145562,100,4000,1500,8000,611,617,9.069699451097392,,,不可行,9.069699451097392,8.982116872341539,617,0,9.158763602826662,0.8722632002692059,0.0,0.8722632002692059,0.91075,4000,"(0.9015160490862878, 0.9191957682388001)",reliable,verify,598,62,8.98060911942934,0.9,100,"(617, 0, 9.158763602826662)",3048,3040,1,7,9.158763602826662,0,0.6085,0.112,3391.7179688
