N_A,N_B,cost_元,x,m,p_hat,ci_lower,ci_upper
151,4063,9.04906965933882,0,200,0.0,0.0,0.018845326668962936
151,4071,9.062473787994136,1,200,0.005,0.0008831687058453758,0.02777370469642793
151,4079,9.075877916649452,0,200,0.0,0.0,0.018845326668962936
152,1359,4.533318199130071,0,25,0.0,0.0,0.13319225276039096
152,2713,6.801966974042379,0,25,0.0,0.0,0.13319225276039096
152,3389,7.934615845416621,1,25,0.04,0.007096233423382075,0.1954406391161776
152,3728,8.502615797185655,0,25,0.0,0.0,0.13319225276039096
152,3897,8.785778015029214,0,25,0.0,0.0,0.13319225276039096
152,3981,8.926521365910038,0,25,0.0,0.0,0.13319225276039096
152,4003,8.963382719712158,0,25,0.0,0.0,0.13319225276039096
152,4006,8.9684092679579,0,100,0.0,0.0,0.03699349876899627
152,4007,8.970084784039816,0,100,0.0,0.0,0.03699349876899627
152,4008,8.97176030012173,0,100,0.0,0.0,0.03699349876899627
152,4009,8.973435816203645,0,100,0.0,0.0,0.03699349876899627
152,4010,8.97511133228556,0,100,0.0,0.0,0.03699349876899627
152,4011,8.976786848367475,0,100,0.0,0.0,0.03699349876899627
152,4012,8.978462364449388,0,100,0.0,0.0,0.03699349876899627
152,4013,8.980137880531304,0,100,0.0,0.0,0.03699349876899627
152,4014,8.981813396613218,0,200,0.0,0.0,0.018845326668962936
152,4018,8.988515460940876,0,25,0.0,0.0,0.13319225276039096
152,4021,8.99354200918662,0,25,0.0,0.0,0.13319225276039096
152,4022,8.995217525268535,0,200,0.0,0.0,0.018845326668962936
152,4054,9.0488340398898,0,200,0.0,0.0,0.018845326668962936
152,4062,9.062238168545116,1,200,0.005,0.0008831687058453758,0.02777370469642793
152,4070,9.075642297200433,0,200,0.0,0.0,0.018845326668962936
153,1351,4.534758095762966,0,25,0.0,0.0,0.13319225276039096
153,2704,6.801731354593361,0,25,0.0,0.0,0.13319225276039096
153,3380,7.934380225967601,1,25,0.04,0.007096233423382075,0.1954406391161776
153,3719,8.502380177736635,0,25,0.0,0.0,0.13319225276039096
153,3888,8.785542395580196,0,25,0.0,0.0,0.13319225276039096
153,3973,8.927961262542933,0,25,0.0,0.0,0.13319225276039096
153,3994,8.963147100263138,0,25,0.0,0.0,0.13319225276039096
153,3997,8.968173648508882,0,100,0.0,0.0,0.03699349876899627
153,3998,8.969849164590796,0,100,0.0,0.0,0.03699349876899627
153,3999,8.971524680672712,0,100,0.0,0.0,0.03699349876899627
153,4000,8.973200196754625,0,100,0.0,0.0,0.03699349876899627
153,4001,8.97487571283654,0,100,0.0,0.0,0.03699349876899627
153,4002,8.976551228918455,0,100,0.0,0.0,0.03699349876899627
153,4003,8.97822674500037,0,100,0.0,0.0,0.03699349876899627
153,4004,8.979902261082284,0,100,0.0,0.0,0.03699349876899627
153,4005,8.9815777771642,0,200,0.0,0.0,0.018845326668962936
153,4010,8.989955357573772,0,25,0.0,0.0,0.13319225276039096
153,4012,8.9933063897376,0,25,0.0,0.0,0.13319225276039096
153,4013,8.994981905819515,0,200,0.0,0.0,0.018845326668962936
153,4045,9.048598420440781,0,200,0.0,0.0,0.018845326668962936
153,4053,9.062002549096098,1,200,0.005,0.0008831687058453758,0.02777370469642793
153,4061,9.075406677751413,0,200,0.0,0.0,0.018845326668962936
154,1342,4.534522476313947,0,25,0.0,0.0,0.13319225276039096
154,2695,6.801495735144342,0,25,0.0,0.0,0.13319225276039096
154,3372,7.9358201226004965,1,25,0.04,0.007096233423382075,0.1954406391161776
154,3710,8.502144558287617,0,25,0.0,0.0,0.13319225276039096
154,3879,8.785306776131176,0,25,0.0,0.0,0.13319225276039096
154,3964,8.927725643093915,0,25,0.0,0.0,0.13319225276039096
154,3985,8.96291148081412,0,25,0.0,0.0,0.13319225276039096
154,3988,8.967938029059862,0,100,0.0,0.0,0.03699349876899627
154,3989,8.969613545141778,0,100,0.0,0.0,0.03699349876899627
154,3990,8.971289061223693,0,100,0.0,0.0,0.03699349876899627
154,3991,8.972964577305607,0,100,0.0,0.0,0.03699349876899627
154,3992,8.97464009338752,0,100,0.0,0.0,0.03699349876899627
154,3993,8.976315609469436,0,100,0.0,0.0,0.03699349876899627
154,3994,8.97799112555135,0,100,0.0,0.0,0.03699349876899627
154,3995,8.979666641633266,0,100,0.0,0.0,0.03699349876899627
154,3996,8.98134215771518,0,200,0.0,0.0,0.018845326668962936
154,4001,8.989719738124752,0,25,0.0,0.0,0.13319225276039096
154,4003,8.993070770288583,0,25,0.0,0.0,0.13319225276039096
154,4004,8.994746286370496,0,200,0.0,0.0,0.018845326668962936
154,4036,9.048362800991761,0,200,0.0,0.0,0.018845326668962936
154,4044,9.061766929647078,1,200,0.005,0.0008831687058453758,0.02777370469642793
154,4052,9.075171058302395,0,200,0.0,0.0,0.018845326668962936
155,1333,4.534286856864927,0,25,0.0,0.0,0.13319225276039096
155,2686,6.801260115695323,0,25,0.0,0.0,0.13319225276039096
155,3363,7.935584503151477,1,25,0.04,0.007096233423382075,0.1954406391161776
155,3701,8.501908938838596,0,25,0.0,0.0,0.13319225276039096
155,3870,8.785071156682157,0,25,0.0,0.0,0.13319225276039096
155,3955,8.927490023644895,0,25,0.0,0.0,0.13319225276039096
155,3976,8.9626758613651,0,25,0.0,0.0,0.13319225276039096
155,3979,8.967702409610844,0,100,0.0,0.0,0.03699349876899627
155,3980,8.969377925692758,0,100,0.0,0.0,0.03699349876899627
155,3981,8.971053441774673,0,100,0.0,0.0,0.03699349876899627
155,3982,8.972728957856587,0,100,0.0,0.0,0.03699349876899627
155,3983,8.974404473938502,0,100,0.0,0.0,0.03699349876899627
155,3984,8.976079990020416,0,100,0.0,0.0,0.03699349876899627
155,3985,8.97775550610233,0,100,0.0,0.0,0.03699349876899627
155,3986,8.979431022184245,0,100,0.0,0.0,0.03699349876899627
155,3987,8.981106538266161,1,200,0.005,0.0008831687058453758,0.02777370469642793
155,3992,8.989484118675733,0,25,0.0,0.0,0.13319225276039096
155,3994,8.99283515083956,0,25,0.0,0.0,0.13319225276039096
155,3995,8.994510666921476,0,200,0.0,0.0,0.018845326668962936
155,4027,9.048127181542743,0,200,0.0,0.0,0.018845326668962936
155,4035,9.06153131019806,1,200,0.005,0.0008831687058453758,0.02777370469642793
155,4043,9.074935438853375,0,200,0.0,0.0,0.018845326668962936
156,1324,4.534051237415909,0,25,0.0,0.0,0.13319225276039096
156,2677,6.801024496246303,0,25,0.0,0.0,0.13319225276039096
156,3354,7.935348883702457,1,25,0.04,0.007096233423382075,0.1954406391161776
156,3692,8.501673319389578,0,25,0.0,0.0,0.13319225276039096
156,3861,8.784835537233137,0,25,0.0,0.0,0.13319225276039096
156,3946,8.927254404195875,0,25,0.0,0.0,0.13319225276039096
156,3967,8.962440241916081,0,25,0.0,0.0,0.13319225276039096
156,3970,8.967466790161824,0,100,0.0,0.0,0.03699349876899627
156,3971,8.96914230624374,0,100,0.0,0.0,0.03699349876899627
156,3972,8.970817822325653,0,100,0.0,0.0,0.03699349876899627
156,3973,8.972493338407567,0,100,0.0,0.0,0.03699349876899627
156,3974,8.974168854489482,0,100,0.0,0.0,0.03699349876899627
156,3975,8.975844370571398,0,100,0.0,0.0,0.03699349876899627
156,3976,8.977519886653312,0,100,0.0,0.0,0.03699349876899627
156,3977,8.979195402735225,0,100,0.0,0.0,0.03699349876899627
156,3978,8.980870918817141,1,200,0.005,0.0008831687058453758,0.02777370469642793
156,3983,8.989248499226713,0,25,0.0,0.0,0.13319225276039096
156,3986,8.994275047472456,0,200,0.0,0.0,0.018845326668962936
156,4018,9.047891562093723,0,200,0.0,0.0,0.018845326668962936
156,4026,9.06129569074904,1,200,0.005,0.0008831687058453758,0.02777370469642793
156,4034,9.074699819404355,0,200,0.0,0.0,0.018845326668962936
157,1315,4.533815617966889,0,25,0.0,0.0,0.13319225276039096
157,2668,6.800788876797284,0,25,0.0,0.0,0.13319225276039096
157,3345,7.935113264253438,1,25,0.04,0.007096233423382075,0.1954406391161776
157,3683,8.501437699940558,0,25,0.0,0.0,0.13319225276039096
157,3852,8.784599917784119,0,25,0.0,0.0,0.13319225276039096
157,3937,8.927018784746856,0,25,0.0,0.0,0.13319225276039096
157,3958,8.96220462246706,0,25,0.0,0.0,0.13319225276039096
157,3961,8.967231170712806,0,100,0.0,0.0,0.03699349876899627
157,3962,8.96890668679472,0,100,0.0,0.0,0.03699349876899627
157,3963,8.970582202876635,0,100,0.0,0.0,0.03699349876899627
157,3964,8.972257718958549,0,100,0.0,0.0,0.03699349876899627
157,3965,8.973933235040464,0,100,0.0,0.0,0.03699349876899627
157,3966,8.975608751122378,0,100,0.0,0.0,0.03699349876899627
157,3967,8.977284267204293,0,100,0.0,0.0,0.03699349876899627
157,3968,8.978959783286207,0,100,0.0,0.0,0.03699349876899627
157,3969,8.980635299368123,1,200,0.005,0.0008831687058453758,0.02777370469642793
157,3974,8.989012879777695,0,25,0.0,0.0,0.13319225276039096
157,3977,8.994039428023438,0,200,0.0,0.0,0.018845326668962936
157,4009,9.047655942644704,0,200,0.0,0.0,0.018845326668962936
157,4017,9.061060071300021,1,200,0.005,0.0008831687058453758,0.02777370469642793
157,4025,9.074464199955337,0,200,0.0,0.0,0.018845326668962936
158,1306,4.533579998517871,0,25,0.0,0.0,0.13319225276039096
158,2660,6.80222877343018,0,25,0.0,0.0,0.13319225276039096
158,3336,7.93487764480442,1,25,0.04,0.007096233423382075,0.1954406391161776
158,3674,8.50120208049154,0,25,0.0,0.0,0.13319225276039096
158,3844,8.786039814417014,0,25,0.0,0.0,0.13319225276039096
158,3928,8.926783165297836,0,25,0.0,0.0,0.13319225276039096
158,3949,8.961969003018043,0,25,0.0,0.0,0.13319225276039096
158,3953,8.968671067345701,0,100,0.0,0.0,0.03699349876899627
158,3954,8.970346583427615,0,100,0.0,0.0,0.03699349876899627
158,3955,8.97202209950953,0,100,0.0,0.0,0.03699349876899627
158,3956,8.973697615591444,0,100,0.0,0.0,0.03699349876899627
158,3957,8.97537313167336,0,100,0.0,0.0,0.03699349876899627
158,3958,8.977048647755273,0,100,0.0,0.0,0.03699349876899627
158,3959,8.978724163837187,0,100,0.0,0.0,0.03699349876899627
158,3960,8.980399679919103,0,100,0.0,0.0,0.03699349876899627
158,3961,8.982075196001016,0,200,0.0,0.0,0.018845326668962936
158,3965,8.988777260328675,0,25,0.0,0.0,0.13319225276039096
158,3968,8.99380380857442,0,25,0.0,0.0,0.13319225276039096
158,3969,8.995479324656333,0,200,0.0,0.0,0.018845326668962936
158,4001,9.0490958392776,0,200,0.0,0.0,0.018845326668962936
158,4009,9.062499967932915,1,200,0.005,0.0008831687058453758,0.02777370469642793
158,4017,9.075904096588232,0,200,0.0,0.0,0.018845326668962936
159,1297,4.533344379068851,0,25,0.0,0.0,0.13319225276039096
159,2651,6.801993153981161,0,25,0.0,0.0,0.13319225276039096
159,3327,7.934642025355401,1,25,0.04,0.007096233423382075,0.1954406391161776
159,3666,8.502641977124435,0,25,0.0,0.0,0.13319225276039096
159,3835,8.785804194967994,0,25,0.0,0.0,0.13319225276039096
159,3919,8.926547545848818,0,25,0.0,0.0,0.13319225276039096
159,3941,8.963408899650938,0,25,0.0,0.0,0.13319225276039096
159,3944,8.968435447896681,0,100,0.0,0.0,0.03699349876899627
159,3945,8.970110963978595,0,100,0.0,0.0,0.03699349876899627
159,3946,8.97178648006051,0,100,0.0,0.0,0.03699349876899627
159,3947,8.973461996142426,0,100,0.0,0.0,0.03699349876899627
159,3948,8.97513751222434,0,100,0.0,0.0,0.03699349876899627
159,3949,8.976813028306253,0,100,0.0,0.0,0.03699349876899627
159,3950,8.978488544388169,0,100,0.0,0.0,0.03699349876899627
159,3951,8.980164060470084,0,100,0.0,0.0,0.03699349876899627
159,3952,8.981839576551998,0,200,0.0,0.0,0.018845326668962936
159,3956,8.988541640879657,0,25,0.0,0.0,0.13319225276039096
159,3959,8.9935681891254,0,25,0.0,0.0,0.13319225276039096
159,3960,8.995243705207315,0,200,0.0,0.0,0.018845326668962936
159,3992,9.04886021982858,0,200,0.0,0.0,0.018845326668962936
159,4000,9.062264348483897,1,200,0.005,0.0008831687058453758,0.02777370469642793
159,4008,9.075668477139214,0,200,0.0,0.0,0.018845326668962936
160,1289,4.534784275701746,0,25,0.0,0.0,0.13319225276039096
160,2642,6.801757534532141,0,25,0.0,0.0,0.13319225276039096
160,3318,7.934406405906381,1,25,0.04,0.007096233423382075,0.1954406391161776
160,3657,8.502406357675415,0,25,0.0,0.0,0.13319225276039096
160,3826,8.785568575518976,0,25,0.0,0.0,0.13319225276039096
160,3910,8.926311926399798,0,25,0.0,0.0,0.13319225276039096
160,3932,8.963173280201918,0,25,0.0,0.0,0.13319225276039096
160,3935,8.968199828447663,0,100,0.0,0.0,0.03699349876899627
160,3936,8.969875344529576,0,100,0.0,0.0,0.03699349876899627
160,3937,8.97155086061149,0,100,0.0,0.0,0.03699349876899627
160,3938,8.973226376693406,0,100,0.0,0.0,0.03699349876899627
160,3939,8.974901892775321,0,100,0.0,0.0,0.03699349876899627
160,3940,8.976577408857235,0,100,0.0,0.0,0.03699349876899627
160,3941,8.978252924939149,0,100,0.0,0.0,0.03699349876899627
160,3942,8.979928441021064,0,100,0.0,0.0,0.03699349876899627
160,3943,8.98160395710298,0,200,0.0,0.0,0.018845326668962936
160,3948,8.989981537512552,0,25,0.0,0.0,0.13319225276039096
160,3950,8.99333256967638,0,25,0.0,0.0,0.13319225276039096
160,3951,8.995008085758295,0,200,0.0,0.0,0.018845326668962936
160,3983,9.048624600379561,0,200,0.0,0.0,0.018845326668962936
160,3991,9.062028729034878,1,200,0.005,0.0008831687058453758,0.02777370469642793
160,3999,9.075432857690194,0,200,0.0,0.0,0.018845326668962936
161,1280,4.534548656252727,0,25,0.0,0.0,0.13319225276039096
161,2633,6.801521915083121,0,25,0.0,0.0,0.13319225276039096
161,3310,7.935846302539276,1,25,0.04,0.007096233423382075,0.1954406391161776
161,3648,8.502170738226397,0,25,0.0,0.0,0.13319225276039096
161,3817,8.785332956069956,0,25,0.0,0.0,0.13319225276039096
161,3902,8.927751823032693,0,25,0.0,0.0,0.13319225276039096
161,3923,8.9629376607529,0,25,0.0,0.0,0.13319225276039096
161,3926,8.967964208998643,0,100,0.0,0.0,0.03699349876899627
161,3927,8.969639725080558,0,100,0.0,0.0,0.03699349876899627
161,3928,8.971315241162472,0,100,0.0,0.0,0.03699349876899627
161,3929,8.972990757244386,0,100,0.0,0.0,0.03699349876899627
161,3930,8.974666273326301,0,100,0.0,0.0,0.03699349876899627
161,3931,8.976341789408217,0,100,0.0,0.0,0.03699349876899627
161,3932,8.97801730549013,0,100,0.0,0.0,0.03699349876899627
161,3933,8.979692821572044,0,100,0.0,0.0,0.03699349876899627
161,3934,8.981368337653958,0,200,0.0,0.0,0.018845326668962936
161,3939,8.989745918063532,0,25,0.0,0.0,0.13319225276039096
161,3941,8.993096950227361,0,25,0.0,0.0,0.13319225276039096
161,3942,8.994772466309275,0,200,0.0,0.0,0.018845326668962936
161,3974,9.048388980930541,0,200,0.0,0.0,0.018845326668962936
161,3982,9.061793109585857,1,200,0.005,0.0008831687058453758,0.02777370469642793
161,3990,9.075197238241174,0,200,0.0,0.0,0.018845326668962936
162,1271,4.534313036803708,0,25,0.0,0.0,0.13319225276039096
162,2624,6.801286295634103,0,25,0.0,0.0,0.13319225276039096
162,3301,7.935610683090257,1,25,0.04,0.007096233423382075,0.1954406391161776
162,3639,8.501935118777377,0,25,0.0,0.0,0.13319225276039096
162,3808,8.785097336620938,0,25,0.0,0.0,0.13319225276039096
162,3893,8.927516203583675,0,25,0.0,0.0,0.13319225276039096
162,3914,8.96270204130388,0,25,0.0,0.0,0.13319225276039096
162,3917,8.967728589549624,0,100,0.0,0.0,0.03699349876899627
162,3918,8.969404105631538,0,100,0.0,0.0,0.03699349876899627
162,3919,8.971079621713454,0,100,0.0,0.0,0.03699349876899627
162,3920,8.972755137795367,0,100,0.0,0.0,0.03699349876899627
162,3921,8.974430653877281,0,100,0.0,0.0,0.03699349876899627
162,3922,8.976106169959197,0,100,0.0,0.0,0.03699349876899627
162,3923,8.97778168604111,0,100,0.0,0.0,0.03699349876899627
162,3924,8.979457202123026,0,100,0.0,0.0,0.03699349876899627
162,3925,8.98113271820494,0,200,0.0,0.0,0.018845326668962936
162,3930,8.989510298614514,0,25,0.0,0.0,0.13319225276039096
162,3932,8.992861330778343,0,25,0.0,0.0,0.13319225276039096
162,3933,8.994536846860257,0,200,0.0,0.0,0.018845326668962936
162,3965,9.048153361481523,0,200,0.0,0.0,0.018845326668962936
162,3973,9.061557490136838,1,200,0.005,0.0008831687058453758,0.02777370469642793
162,3981,9.074961618792155,0,200,0.0,0.0,0.018845326668962936
163,1262,4.5340774173546885,0,25,0.0,0.0,0.13319225276039096
163,2615,6.801050676185083,0,25,0.0,0.0,0.13319225276039096
163,3292,7.935375063641239,1,25,0.04,0.007096233423382075,0.1954406391161776
163,3630,8.501699499328359,0,25,0.0,0.0,0.13319225276039096
163,3799,8.784861717171918,0,25,0.0,0.0,0.13319225276039096
163,3884,8.927280584134655,0,25,0.0,0.0,0.13319225276039096
163,3905,8.962466421854861,0,25,0.0,0.0,0.13319225276039096
163,3908,8.967492970100604,0,100,0.0,0.0,0.03699349876899627
163,3909,8.969168486182518,0,100,0.0,0.0,0.03699349876899627
163,3910,8.970844002264434,0,100,0.0,0.0,0.03699349876899627
163,3911,8.972519518346347,0,100,0.0,0.0,0.03699349876899627
163,3912,8.974195034428263,0,100,0.0,0.0,0.03699349876899627
163,3913,8.975870550510177,0,100,0.0,0.0,0.03699349876899627
163,3914,8.977546066592092,0,100,0.0,0.0,0.03699349876899627
163,3915,8.979221582674006,0,100,0.0,0.0,0.03699349876899627
163,3916,8.980897098755921,1,200,0.005,0.0008831687058453758,0.02777370469642793
163,3921,8.989274679165494,0,25,0.0,0.0,0.13319225276039096
163,3924,8.994301227411237,0,200,0.0,0.0,0.018845326668962936
163,3956,9.047917742032503,0,200,0.0,0.0,0.018845326668962936
163,3964,9.06132187068782,1,200,0.005,0.0008831687058453758,0.02777370469642793
163,3972,9.074725999343135,0,200,0.0,0.0,0.018845326668962936
164,1253,4.533841797905669,0,25,0.0,0.0,0.13319225276039096
164,2606,6.800815056736064,0,25,0.0,0.0,0.13319225276039096
164,3283,7.9351394441922185,1,25,0.04,0.007096233423382075,0.1954406391161776
164,3621,8.501463879879338,0,25,0.0,0.0,0.13319225276039096
164,3790,8.7846260977229,0,25,0.0,0.0,0.13319225276039096
164,3875,8.927044964685635,0,25,0.0,0.0,0.13319225276039096
164,3896,8.962230802405841,0,25,0.0,0.0,0.13319225276039096
164,3899,8.967257350651586,0,100,0.0,0.0,0.03699349876899627
164,3900,8.9689328667335,0,100,0.0,0.0,0.03699349876899627
164,3901,8.970608382815414,0,100,0.0,0.0,0.03699349876899627
164,3902,8.972283898897329,0,100,0.0,0.0,0.03699349876899627
164,3903,8.973959414979245,0,100,0.0,0.0,0.03699349876899627
164,3904,8.975634931061158,0,100,0.0,0.0,0.03699349876899627
164,3905,8.977310447143072,0,100,0.0,0.0,0.03699349876899627
164,3906,8.978985963224988,0,100,0.0,0.0,0.03699349876899627
164,3907,8.980661479306903,1,200,0.005,0.0008831687058453758,0.02777370469642793
164,3912,8.989039059716475,0,25,0.0,0.0,0.13319225276039096
164,3915,8.994065607962218,0,200,0.0,0.0,0.018845326668962936
164,3947,9.047682122583485,0,200,0.0,0.0,0.018845326668962936
164,3955,9.061086251238802,1,200,0.005,0.0008831687058453758,0.02777370469642793
164,3963,9.074490379894117,0,200,0.0,0.0,0.018845326668962936
165,1244,4.53360617845665,0,25,0.0,0.0,0.13319225276039096
165,2598,6.802254953368959,0,25,0.0,0.0,0.13319225276039096
165,3274,7.934903824743199,1,25,0.04,0.007096233423382075,0.1954406391161776
165,3612,8.50122826043032,0,25,0.0,0.0,0.13319225276039096
165,3782,8.786065994355795,0,25,0.0,0.0,0.13319225276039096
165,3866,8.926809345236617,0,25,0.0,0.0,0.13319225276039096
165,3887,8.961995182956823,0,25,0.0,0.0,0.13319225276039096
165,3891,8.968697247284481,0,100,0.0,0.0,0.03699349876899627
165,3892,8.970372763366395,0,100,0.0,0.0,0.03699349876899627
165,3893,8.972048279448309,0,100,0.0,0.0,0.03699349876899627
165,3894,8.973723795530224,0,100,0.0,0.0,0.03699349876899627
165,3895,8.97539931161214,0,100,0.0,0.0,0.03699349876899627
165,3896,8.977074827694054,0,100,0.0,0.0,0.03699349876899627
165,3897,8.978750343775967,0,100,0.0,0.0,0.03699349876899627
165,3898,8.980425859857881,0,100,0.0,0.0,0.03699349876899627
165,3899,8.982101375939797,0,200,0.0,0.0,0.018845326668962936
165,3903,8.988803440267455,0,25,0.0,0.0,0.13319225276039096
165,3906,8.993829988513198,0,25,0.0,0.0,0.13319225276039096
165,3907,8.995505504595114,0,200,0.0,0.0,0.018845326668962936
165,3939,9.04912201921638,0,200,0.0,0.0,0.018845326668962936
165,3947,9.062526147871695,1,200,0.005,0.0008831687058453758,0.02777370469642793
165,3955,9.075930276527012,0,200,0.0,0.0,0.018845326668962936
166,1235,4.533370559007631,0,25,0.0,0.0,0.13319225276039096
166,2589,6.80201933391994,0,25,0.0,0.0,0.13319225276039096
166,3265,7.93466820529418,1,25,0.04,0.007096233423382075,0.1954406391161776
166,3604,8.502668157063216,0,25,0.0,0.0,0.13319225276039096
166,3773,8.785830374906775,0,25,0.0,0.0,0.13319225276039096
166,3857,8.926573725787598,0,25,0.0,0.0,0.13319225276039096
166,3878,8.961759563507803,0,25,0.0,0.0,0.13319225276039096
166,3882,8.968461627835461,0,100,0.0,0.0,0.03699349876899627
166,3883,8.970137143917377,0,100,0.0,0.0,0.03699349876899627
166,3884,8.97181265999929,0,100,0.0,0.0,0.03699349876899627
166,3885,8.973488176081204,0,100,0.0,0.0,0.03699349876899627
166,3886,8.975163692163118,0,100,0.0,0.0,0.03699349876899627
166,3887,8.976839208245034,0,100,0.0,0.0,0.03699349876899627
166,3888,8.97851472432695,0,100,0.0,0.0,0.03699349876899627
166,3889,8.980190240408863,0,100,0.0,0.0,0.03699349876899627
166,3890,8.981865756490777,0,200,0.0,0.0,0.018845326668962936
166,3894,8.988567820818435,0,25,0.0,0.0,0.13319225276039096
166,3897,8.99359436906418,0,25,0.0,0.0,0.13319225276039096
166,3898,8.995269885146094,0,200,0.0,0.0,0.018845326668962936
166,3930,9.04888639976736,0,200,0.0,0.0,0.018845326668962936
166,3938,9.062290528422675,2,200,0.01,0.0027466581088489593,0.035721762026734716
166,3946,9.075694657077992,0,200,0.0,0.0,0.018845326668962936
167,1227,4.534810455640526,0,25,0.0,0.0,0.13319225276039096
167,2580,6.80178371447092,0,25,0.0,0.0,0.13319225276039096
167,3256,7.934432585845162,1,25,0.04,0.007096233423382075,0.1954406391161776
167,3595,8.502432537614196,0,25,0.0,0.0,0.13319225276039096
167,3764,8.785594755457755,0,25,0.0,0.0,0.13319225276039096
167,3848,8.926338106338578,0,25,0.0,0.0,0.13319225276039096
167,3870,8.963199460140698,0,25,0.0,0.0,0.13319225276039096
167,3873,8.968226008386441,0,100,0.0,0.0,0.03699349876899627
167,3874,8.969901524468357,0,100,0.0,0.0,0.03699349876899627
167,3875,8.97157704055027,0,100,0.0,0.0,0.03699349876899627
167,3876,8.973252556632186,0,100,0.0,0.0,0.03699349876899627
167,3877,8.9749280727141,0,100,0.0,0.0,0.03699349876899627
167,3878,8.976603588796015,0,100,0.0,0.0,0.03699349876899627
167,3879,8.97827910487793,0,100,0.0,0.0,0.03699349876899627
167,3880,8.979954620959845,0,100,0.0,0.0,0.03699349876899627
167,3881,8.981630137041758,0,200,0.0,0.0,0.018845326668962936
167,3885,8.988332201369417,0,25,0.0,0.0,0.13319225276039096
167,3888,8.99335874961516,0,25,0.0,0.0,0.13319225276039096
167,3889,8.995034265697075,0,200,0.0,0.0,0.018845326668962936
167,3921,9.04865078031834,0,200,0.0,0.0,0.018845326668962936
167,3929,9.062054908973657,2,200,0.01,0.0027466581088489593,0.035721762026734716
167,3937,9.075459037628974,0,200,0.0,0.0,0.018845326668962936
168,1218,4.534574836191506,0,25,0.0,0.0,0.13319225276039096
168,2571,6.801548095021902,0,25,0.0,0.0,0.13319225276039096
168,3248,7.9358724824780555,1,25,0.04,0.007096233423382075,0.1954406391161776
168,3586,8.502196918165176,0,25,0.0,0.0,0.13319225276039096
168,3755,8.785359136008736,0,25,0.0,0.0,0.13319225276039096
168,3840,8.927778002971474,0,25,0.0,0.0,0.13319225276039096
168,3861,8.962963840691678,0,25,0.0,0.0,0.13319225276039096
168,3864,8.967990388937423,0,100,0.0,0.0,0.03699349876899627
168,3865,8.969665905019337,0,100,0.0,0.0,0.03699349876899627
168,3866,8.971341421101252,0,100,0.0,0.0,0.03699349876899627
168,3867,8.973016937183166,0,100,0.0,0.0,0.03699349876899627
168,3868,8.974692453265082,0,100,0.0,0.0,0.03699349876899627
168,3869,8.976367969346995,0,100,0.0,0.0,0.03699349876899627
168,3870,8.97804348542891,0,100,0.0,0.0,0.03699349876899627
168,3871,8.979719001510825,0,100,0.0,0.0,0.03699349876899627
168,3872,8.98139451759274,0,200,0.0,0.0,0.018845326668962936
168,3877,8.989772098002312,0,25,0.0,0.0,0.13319225276039096
168,3879,8.993123130166142,0,25,0.0,0.0,0.13319225276039096
168,3880,8.994798646248055,0,200,0.0,0.0,0.018845326668962936
168,3912,9.048415160869322,0,200,0.0,0.0,0.018845326668962936
168,3920,9.061819289524639,2,200,0.01,0.0027466581088489593,0.035721762026734716
168,3928,9.075223418179954,0,200,0.0,0.0,0.018845326668962936
169,1209,4.534339216742488,0,25,0.0,0.0,0.13319225276039096
169,2562,6.801312475572882,0,25,0.0,0.0,0.13319225276039096
169,3239,7.935636863029037,1,25,0.04,0.007096233423382075,0.1954406391161776
169,3577,8.501961298716157,0,25,0.0,0.0,0.13319225276039096
169,3746,8.785123516559716,0,25,0.0,0.0,0.13319225276039096
169,3831,8.927542383522454,0,25,0.0,0.0,0.13319225276039096
169,3852,8.96272822124266,0,25,0.0,0.0,0.13319225276039096
169,3855,8.967754769488403,0,100,0.0,0.0,0.03699349876899627
169,3856,8.969430285570319,0,100,0.0,0.0,0.03699349876899627
169,3857,8.971105801652232,0,100,0.0,0.0,0.03699349876899627
169,3858,8.972781317734148,0,100,0.0,0.0,0.03699349876899627
169,3859,8.974456833816062,0,100,0.0,0.0,0.03699349876899627
169,3860,8.976132349897977,0,100,0.0,0.0,0.03699349876899627
169,3861,8.97780786597989,0,100,0.0,0.0,0.03699349876899627
169,3862,8.979483382061805,0,100,0.0,0.0,0.03699349876899627
169,3863,8.98115889814372,0,200,0.0,0.0,0.018845326668962936
169,3868,8.989536478553292,0,25,0.0,0.0,0.13319225276039096
169,3870,8.992887510717122,0,25,0.0,0.0,0.13319225276039096
169,3871,8.994563026799037,0,200,0.0,0.0,0.018845326668962936
169,3903,9.048179541420302,0,200,0.0,0.0,0.018845326668962936
169,3911,9.061583670075619,2,200,0.01,0.0027466581088489593,0.035721762026734716
169,3919,9.074987798730936,0,200,0.0,0.0,0.018845326668962936
170,1200,4.534103597293468,0,25,0.0,0.0,0.13319225276039096
170,2553,6.8010768561238635,0,25,0.0,0.0,0.13319225276039096
170,3230,7.935401243580018,1,25,0.04,0.007096233423382075,0.1954406391161776
170,3568,8.501725679267139,0,25,0.0,0.0,0.13319225276039096
170,3737,8.784887897110698,0,25,0.0,0.0,0.13319225276039096
170,3822,8.927306764073435,0,25,0.0,0.0,0.13319225276039096
170,3843,8.962492601793642,0,25,0.0,0.0,0.13319225276039096
170,3846,8.967519150039385,0,100,0.0,0.0,0.03699349876899627
