case,uav_id,segment_id,from_id,to_id,path_type,depart_time,arrive_time,service_start,service_end,wait_seconds,distance_km,affected_zones
Case2,1,35,90,80,direct,21725,21852,,,0,1.9313207915827972,
Case2,1,36,80,103,direct,22152,22378,,,0,3.4481879299133325,
Case2,1,37,103,55,direct,22678,23118,,,0,6.711929677819933,
Case2,1,38,55,57,direct,23418,23481,,,0,0.9486832980505139,
Case2,1,39,57,68,direct,23781,23808,,,0,0.4123105625617664,
Case2,1,40,68,54,direct,24108,24178,,,0,1.0630145812734655,
Case2,1,41,54,58,direct,24478,24578,,,0,1.5132745950421558,
Case2,1,42,58,87,direct,24878,25255,,,0,5.745432968889291,
Case2,1,43,87,6,detour,25555,26493,,,0,14.311538636786493,Z1
Case2,1,44,6,26,direct,26793,27221,,,0,6.525335240430182,
Case2,1,45,26,18,direct,27521,27945,,,0,6.47765389628066,
Case2,1,46,18,5,direct,28245,28292,,,0,0.7071067811865475,
Case2,1,47,5,11,direct,28592,28879,,,0,4.3737855457258075,
Case2,1,48,11,1,direct,29179,29581,,,0,6.129437168288781,
Case2,1,49,1,25,direct,29881,30406,,,0,8.005623023850175,
Case2,1,50,25,20,direct,30706,30958,,,0,3.8483762809787723,
Case2,1,51,20,9,direct,31258,31338,,,0,1.2083045973594577,
Case2,1,52,9,13,direct,31638,31888,,,0,3.8118237105091826,
Case2,1,53,13,35,wait_direct,32233,32504,,,45,4.1340053217188775,
Case2,1,54,35,37,direct,32804,32869,,,0,0.9899494936611668,
Case2,1,55,37,50,direct,33169,33249,,,0,1.2206555615733703,
Case2,1,56,50,52,direct,33549,33620,,,0,1.0816653826391973,
Case2,1,57,52,64,direct,33920,34009,,,0,1.3453624047073711,
Case2,1,58,64,76,direct,34309,34508,,,0,3.026549190084311,
Case2,1,59,76,86,direct,34808,34943,,,0,2.0615528128088303,
Case2,1,60,86,98,direct,35243,35414,,,0,2.6076809620810604,
Case2,1,61,98,112,direct,35714,35780,,,0,1.0,
Case2,1,62,112,110,direct,36080,36180,,,0,1.5264337522473759,
Case2,1,63,110,61,direct,36480,37039,,,0,8.537564055396599,
Case2,1,64,61,47,direct,37339,37420,,,0,1.2369316876852983,
Case2,1,65,47,49,direct,37720,37800,,,0,1.216552506059644,
Case2,1,66,49,46,direct,38100,38180,,,0,1.216552506059644,
Case2,1,67,46,48,direct,38480,38560,,,0,1.216552506059644,
Case2,1,68,48,60,direct,38860,38949,,,0,1.3453624047073711,
Case2,1,69,60,59,direct,39249,39341,,,0,1.4035668847618203,
Case2,1,70,59,42,direct,39641,39836,,,0,2.973213749463701,
Case2,1,71,42,53,direct,40136,40192,,,0,0.8544003745317528,
Case2,1,72,53,41,direct,40492,40548,,,0,0.8544003745317528,
Case2,1,73,41,40,direct,40848,40931,,,0,1.2529964086141672,
Case2,1,74,40,27,direct,41231,41356,,,0,1.9026297590440442,
Case2,1,75,27,0,direct,41656,42004,,,0,5.3084837759948,
Case2,2,1,0,67,direct,0,732,,,0,11.175866856758809,
Case2,2,2,67,94,direct,1032,1364,,,0,5.060632371551997,
Case2,2,3,94,108,direct,1664,1787,,,0,1.878829422805593,
Case2,2,4,108,106,direct,2087,2167,,,0,1.2083045973594577,
Case2,2,5,106,69,direct,2467,2963,,,0,7.5663729752107765,
Case2,2,6,69,19,direct,3263,3704,,,0,6.736467917239717,
Case2,2,7,19,22,direct,4004,4155,,,0,2.3,
Case2,2,8,22,33,direct,4455,4567,,,0,1.7000000000000002,
Case2,2,9,33,43,direct,4867,5114,,,0,3.7589892258425004,
Case2,2,10,43,36,direct,5414,5719,,,0,4.651881339845203,
Case2,2,11,36,32,direct,6019,6134,,,0,1.746424919657298,
Case2,2,12,32,133,detour,6434,7711,,,0,19.477773696118113,Z4
Case2,2,13,133,128,direct,8011,8185,,,0,2.6476404589747458,
Case2,2,14,128,134,direct,8485,8659,,,0,2.6476404589747458,
Case2,2,15,134,66,visibility,8959,9744,,,0,11.974638182331773,"Z4,Z3"
Case2,2,16,66,130,visibility,10044,10774,,,0,11.131000932007113,"Z4,Z3"
Case2,2,17,130,115,direct,11074,11213,,,0,2.1095023109729003,
Case2,2,18,115,135,direct,11513,11734,,,0,3.3734255586865998,
Case2,2,19,135,138,direct,12034,12243,,,0,3.178049716414141,
Case2,2,20,138,102,direct,12543,13068,,,0,8.011242100947893,
Case2,2,21,102,126,direct,13368,13904,,,0,8.178630692236936,
Case2,2,22,126,122,direct,14204,14354,,,0,2.2803508501982757,
Case2,2,23,122,83,direct,14654,15085,,,0,6.576473218982953,
Case2,2,24,83,131,direct,15385,16057,,,0,10.255242561733976,
Case2,2,25,131,117,direct,16357,16617,,,0,3.9698866482558444,
Case2,2,26,117,99,direct,16917,17246,,,0,5.020956084253275,
Case2,2,27,99,74,direct,17546,17818,,,0,4.143669871020133,
Case2,2,28,74,96,direct,18118,18414,,,0,4.512205669071391,
Case2,2,29,96,81,direct,18714,18918,,,0,3.114482300479487,
Case2,2,30,81,129,direct,19218,19803,,,0,8.928605714219888,
Case2,2,31,129,123,direct,20103,20488,,,0,5.866856057549053,
Case2,2,32,123,109,direct,20788,20944,,,0,2.3769728648009423,
Case2,2,33,109,95,direct,21244,21339,,,0,1.4422205101855963,
Case2,2,34,95,62,direct,21639,22102,,,0,7.061161377563892,
Case2,2,35,62,75,direct,22402,22595,,,0,2.941088233970549,
Case2,2,36,75,84,direct,22895,23056,,,0,2.459674775249768,
Case2,2,37,84,31,direct,23356,23948,,,0,9.04267659490264,
Case2,2,38,31,21,direct,24248,24338,,,0,1.3601470508735447,
Case2,2,39,21,23,direct,24638,24704,,,0,1.004987562112089,
Case2,2,40,23,12,direct,25004,25192,,,0,2.863564212655271,
Case2,2,41,12,14,direct,25492,25963,,,0,7.1847059786744225,
Case2,2,42,14,10,direct,26263,26600,,,0,5.1478150704934995,
Case2,2,43,10,16,direct,26900,27134,,,0,3.5735136770411273,
Case2,2,44,16,4,direct,27434,27518,,,0,1.28062484748657,
Case2,2,45,4,24,detour,27818,28260,,,0,6.742437446989498,Z1
Case2,2,46,24,8,direct,28560,28904,,,0,5.24785670536077,
Case2,2,47,8,17,direct,29204,29312,,,0,1.6401219466856725,
Case2,2,48,17,7,direct,29612,29659,,,0,0.7071067811865475,
Case2,2,49,7,15,direct,29959,30029,,,0,1.063014581273465,
Case2,2,50,15,2,direct,30329,30490,,,0,2.459674775249769,
Case2,2,51,2,101,detour,30790,32124,,,0,20.348878870869882,Z1
Case2,2,52,101,113,direct,32424,32510,,,0,1.299999999999999,
Case2,2,53,113,72,direct,32810,33256,,,0,6.800735254367719,
Case2,2,54,72,63,direct,33556,33743,,,0,2.84253408071038,
Case2,2,55,63,77,direct,34043,34270,,,0,3.4655446902326914,
Case2,2,56,77,65,direct,34570,34656,,,0,1.2999999999999994,
Case2,2,57,65,124,direct,34956,35580,,,0,9.518928511129811,
Case2,2,58,124,121,direct,35880,36012,,,0,2.0024984394500787,
Case2,2,59,121,82,direct,36312,36698,,,0,5.894064811316551,
Case2,2,60,82,116,direct,36998,37351,,,0,5.385164807134505,
Case2,2,61,116,73,direct,37651,38205,,,0,8.450443775329202,
Case2,2,62,73,136,direct,38505,39180,,,0,10.3,
Case2,2,63,136,71,direct,39480,40179,,,0,10.667708282475669,
Case2,2,64,71,70,direct,40479,40574,,,0,1.4422205101855954,
Case2,2,65,70,3,direct,40874,41656,,,0,11.936917525056458,
Case2,2,66,3,0,direct,41956,42004,,,0,0.7211102550927979,
