case,uav_id,segment_id,from_id,to_id,path_type,depart_time,arrive_time,service_start,service_end,wait_seconds,distance_km,affected_zones
Case4,2,9,164,157,direct,8000,8244,,,0,3.7268891526663572,
Case4,2,10,157,85,direct,8544,8754,,,0,3.1986161874657317,
Case4,2,11,85,37,direct,9054,9613,,,0,8.5374774432262,
Case4,2,12,37,114,direct,9913,10785,,,0,13.321824491414427,
Case4,2,13,114,4,direct,11085,11371,,,0,4.358893308798946,
Case4,2,14,4,160,direct,11671,11860,,,0,2.8781336967727142,
Case4,2,15,160,177,direct,12160,12419,,,0,3.951536176468839,
Case4,2,16,177,27,direct,12719,13246,,,0,8.04170924100339,
Case4,2,17,27,44,direct,13546,13653,,,0,1.6246898064299324,
Case4,2,18,44,16,direct,13953,14896,,,0,14.393765662520352,
Case4,2,19,16,94,direct,15196,15377,,,0,2.7602625684458233,
Case4,2,20,94,135,direct,15677,15751,,,0,1.1211550927435854,
Case4,2,21,135,93,direct,16051,16125,,,0,1.1211550927435854,
Case4,2,22,93,134,direct,16425,16499,,,0,1.1211550927435854,
Case4,2,23,134,12,direct,16799,17085,,,0,4.366433085179207,
Case4,2,24,12,17,direct,17385,17423,,,0,0.5698926877993084,
Case4,2,25,17,170,direct,17723,18147,,,0,6.4679901130089315,
Case4,2,26,170,76,direct,18447,18659,,,0,3.237107595760843,
Case4,2,27,76,169,direct,18959,19171,,,0,3.237107595760843,
Case4,2,28,169,29,direct,19471,19863,,,0,5.982752907194831,
Case4,2,29,29,55,direct,20163,20366,,,0,3.1002685170536046,
Case4,2,30,55,64,direct,20666,20684,,,0,0.26438361889715206,
Case4,2,31,64,56,direct,20984,21002,,,0,0.26438361889715206,
Case4,2,32,56,49,direct,21302,21440,,,0,2.1069761603286112,
Case4,2,33,49,28,direct,21740,21791,,,0,0.7707537008047075,
Case4,2,34,28,50,direct,22091,22142,,,0,0.7707537008047075,
Case4,2,35,50,63,direct,22442,23222,,,0,11.907270467137291,
Case4,2,36,63,26,direct,23522,23704,,,0,2.7671673331359172,
Case4,2,37,26,141,direct,24004,25426,,,0,21.722534864349498,
Case4,2,38,141,69,direct,25726,27123,,,0,21.33806652096264,
Case4,2,39,69,182,direct,27423,27589,,,0,2.5241955694584255,
Case4,2,40,182,52,direct,27889,28211,,,0,4.918649093525686,
Case4,2,41,52,99,direct,28511,28603,,,0,1.3979493975192425,
Case4,2,42,99,54,direct,28903,28995,,,0,1.3979493975192425,
Case4,2,43,54,57,direct,29295,29488,,,0,2.9337683497128353,
Case4,2,44,57,1,direct,29788,30034,,,0,3.748898955354978,
Case4,2,45,1,87,direct,30334,32179,,,0,28.183713127415817,
Case4,2,46,87,174,direct,32479,33036,,,0,8.499170293733663,
Case4,2,47,174,181,direct,33336,33574,,,0,3.6320565895435735,
Case4,2,48,181,172,direct,33874,34112,,,0,3.6320565895435735,
Case4,2,49,172,97,direct,34412,35106,,,0,10.59533348466931,
Case4,2,50,97,0,direct,35406,35850,,,0,6.770232516992716,
Case4,3,1,0,137,direct,0,1322,,,0,20.186867379527456,
Case4,3,2,137,34,direct,1622,1853,,,0,3.5217417656902907,
Case4,3,3,34,122,direct,2153,2793,,,0,9.762584591146785,
Case4,3,4,122,59,direct,3093,4846,,,0,26.781140117579678,
Case4,3,5,59,147,direct,5146,5384,,,0,3.6342552555120107,
Case4,3,6,147,150,direct,5684,5881,,,0,3.0061332594908223,
Case4,3,7,150,25,direct,6181,7001,,,0,12.524500133748028,
Case4,3,8,25,133,direct,7301,7973,,,0,10.25437055061115,
Case4,3,9,133,163,direct,8273,8459,,,0,2.8338486118943536,
Case4,3,10,163,131,direct,8759,10514,,,0,26.80830954095785,
Case4,3,11,131,14,direct,10814,12952,,,0,32.65779864709874,
Case4,3,12,14,120,direct,13252,13257,,,0,0.06601809903932637,
Case4,3,13,120,15,direct,13557,13562,,,0,0.06601809903932637,
Case4,3,14,15,112,direct,13862,14127,,,0,4.040411258595185,
Case4,3,15,112,108,direct,14427,14913,,,0,7.412909782317832,
Case4,3,16,108,146,direct,15213,15506,,,0,4.472580335897119,
Case4,3,17,146,91,wait_direct,16001,16596,,,195,9.081454248390031,
Case4,3,18,91,77,direct,16896,17107,,,0,3.2098620329062606,
Case4,3,19,77,90,direct,17407,17618,,,0,3.2098620329062606,
Case4,3,20,90,103,direct,17918,18572,,,0,9.990949562650375,
Case4,3,21,103,139,direct,18872,19117,,,0,3.7429607147348567,
Case4,3,22,139,104,direct,19417,19662,,,0,3.7429607147348567,
Case4,3,23,104,130,direct,19962,20454,,,0,7.502112163400212,
Case4,3,24,130,102,direct,20754,21246,,,0,7.502112163400212,
Case4,3,25,102,105,direct,21546,21839,,,0,4.474536506367987,
Case4,3,26,105,106,direct,22139,22192,,,0,0.8058054080030781,
Case4,3,27,106,71,direct,22492,22681,,,0,2.87952544696687,
Case4,3,28,71,11,direct,22981,23352,,,0,5.657874042194786,
Case4,3,29,11,78,direct,23652,23776,,,0,1.8885000886815475,
Case4,3,30,78,113,direct,24076,24470,,,0,6.007504045745376,
Case4,3,31,113,143,direct,24770,25307,,,0,8.202043221193637,
Case4,3,32,143,171,direct,25607,25827,,,0,3.3541951161286057,
Case4,3,33,171,155,direct,26127,26170,,,0,0.6504627922174443,
Case4,3,34,155,144,direct,26470,26731,,,0,3.983740542172573,
Case4,3,35,144,166,direct,27031,28195,,,0,17.782935309293933,
Case4,3,36,166,115,direct,28495,28827,,,0,5.063460050638735,
Case4,3,37,115,48,direct,29127,29142,,,0,0.22362304119396387,
Case4,3,38,48,43,direct,29442,29603,,,0,2.454923107262431,
Case4,3,39,43,159,direct,29903,29988,,,0,1.28675215882088,
Case4,3,40,159,32,direct,30288,30807,,,0,7.927870009734853,
Case4,3,41,32,65,direct,31107,31212,,,0,1.6023485264807504,
Case4,3,42,65,96,direct,31512,31834,,,0,4.906008321445409,
Case4,3,43,96,86,direct,32134,32385,,,0,3.8280503702629622,
Case4,3,44,86,98,direct,32685,33122,,,0,6.662078042689035,
Case4,3,45,98,136,direct,33422,33624,,,0,3.0839460006041803,
Case4,3,46,136,33,direct,33924,34155,,,0,3.5217417656902907,
Case4,3,47,33,121,direct,34455,35095,,,0,9.762584591146785,
Case4,3,48,121,0,direct,35395,35899,,,0,7.687631200718354,
Case4,4,1,0,36,direct,0,3201,,,0,48.89042489616783,
Case4,4,2,36,161,direct,3501,3802,,,0,4.5858229923761815,
Case4,4,3,161,38,direct,4102,4403,,,0,4.5858229923761815,
Case4,4,4,38,128,direct,4703,5756,,,0,16.081702994797354,
Case4,4,5,128,116,direct,6056,6249,,,0,2.941916901212595,
Case4,4,6,116,92,direct,6549,6879,,,0,5.033492679643162,
Case4,4,7,92,127,direct,7179,7702,,,0,7.975367146080224,
Case4,4,8,127,175,direct,8002,8058,,,0,0.8456494965513079,
Case4,4,9,175,126,direct,8358,8414,,,0,0.8456494965513079,
Case4,4,10,126,81,direct,8714,9238,,,0,7.994266812233176,
Case4,4,11,81,40,direct,9538,9725,,,0,2.8468344188606585,
Case4,4,12,40,80,direct,10025,10212,,,0,2.8468344188606585,
Case4,4,13,80,109,direct,10512,11119,,,0,9.267144939373157,
Case4,4,14,109,168,direct,11419,11837,,,0,6.371635177392436,
Case4,4,15,168,176,direct,12137,12589,,,0,6.898200791778148,
Case4,4,16,176,10,direct,12889,13169,,,0,4.268361849398342,
Case4,4,17,10,151,direct,13469,13488,,,0,0.2840832635009141,
Case4,4,18,151,24,direct,13788,14013,,,0,3.4254232398308715,
Case4,4,19,24,62,direct,14313,14668,,,0,5.413119958184786,
Case4,4,20,62,111,direct,14968,15073,,,0,1.5928904207981067,
Case4,4,21,111,165,direct,15373,15507,,,0,2.0472038723561172,
Case4,4,22,165,46,direct,15807,16121,,,0,4.791989291044431,
Case4,4,23,46,74,direct,16421,16736,,,0,4.811918582766684,
Case4,4,24,74,42,direct,17036,17612,,,0,8.792452175236349,
Case4,4,25,42,142,direct,17912,18250,,,0,5.149939136911203,
Case4,4,26,142,35,direct,18550,18795,,,0,3.7293779877121986,
Case4,4,27,35,140,direct,19095,19340,,,0,3.7293779877121986,
Case4,4,28,140,41,direct,19640,19978,,,0,5.149939136911203,
Case4,4,29,41,73,direct,20278,20854,,,0,8.792452175236349,
Case4,4,30,73,3,direct,21154,21644,,,0,7.482809857194333,
Case4,4,31,3,2,direct,21944,22724,,,0,11.90964595636427,
Case4,4,32,2,117,direct,23024,25351,,,0,35.550369644538016,
Case4,4,33,117,53,direct,25651,28366,,,0,41.4648275676462,
Case4,4,34,53,84,direct,28666,29313,,,0,9.878465612386083,
Case4,4,35,84,158,direct,29613,29823,,,0,3.1986161874657317,
Case4,4,36,158,148,direct,30123,30278,,,0,2.359730223041621,
Case4,4,37,148,21,direct,30578,30972,,,0,6.009293551531084,
Case4,4,38,21,61,direct,31272,31535,,,0,4.005035270604145,
Case4,4,39,61,107,direct,31835,32162,,,0,4.98330932628004,
Case4,4,40,107,83,direct,32462,32820,,,0,5.461006330218555,
Case4,4,41,83,180,direct,33120,33586,,,0,7.110614879806847,
Case4,4,42,180,173,direct,33886,34124,,,0,3.6320565895435735,
Case4,4,43,173,89,direct,34424,34981,,,0,8.499170293733663,
Case4,4,44,89,0,direct,35281,35873,,,0,9.029486056528276,
