N_A,N_B,cost_元,x,m,p_hat,ci_lower,ci_upper,point_est_feasible,main_seed_verdict,main_seed_m,verify_seed_verdict,verify_seed_m
472,1177,8.978462364449388,90,200,0.45,0.38264068350836655,0.5192438491585296,False,insufficient,200,,
536,610,8.978462364449388,131,200,0.655,0.5867558920387631,0.7174020566938584,False,insufficient,200,,
600,43,8.978462364449388,515,600,0.8583333333333333,0.8281474197527905,0.8839600277825898,False,insufficient,600,,
543,548,8.978488544388167,142,200,0.71,0.6436252184459675,0.768459744353068,False,insufficient,200,,
31,5084,8.978488544388169,0,200,0.0,0.0,0.018845326668962936,False,insufficient,200,,
95,4517,8.978488544388169,0,200,0.0,0.0,0.018845326668962936,False,insufficient,200,,
159,3950,8.978488544388169,1,200,0.005,0.0008831687058453758,0.02777370469642793,False,insufficient,200,,
223,3383,8.978488544388169,1,200,0.005,0.0008831687058453758,0.02777370469642793,False,insufficient,200,,
287,2816,8.978488544388169,5,200,0.025,0.010724719583860124,0.05717834075165468,False,insufficient,200,,
351,2249,8.978488544388169,18,200,0.09,0.05768744866037736,0.13776571920817224,False,insufficient,200,,
415,1682,8.978488544388169,43,200,0.215,0.16371876218582487,0.277023074015484,False,insufficient,200,,
