口径,c_A_元,c_B_元,M_search,M_final,M_base,M_anchor,N_A_hat90,N_A_safe,纯A成本_元,N_B_hat90,N_B_safe,纯B成本_元,C_ub_元,C_min层_元,N_A_star,N_B_star,C_star_元,phi_A_pp,phi_B_pp,phi_total_pp,P_hat_star,M_star,wilson95_CI,答案判定,答案种子,点估计最优_NA,点估计最优_NB,点估计最优_C_元,点估计最优_p_hat,点估计最优_M,保守最优主种子,验证点数,验证不足数,验证可靠数,验证跨线数,纯A保守兜底_元,单调性违反,A跨壁率,B跨壁率,elapsed_s
假设二(片段独立，完整球模型),0.01484402528821177,0.0016755160819145562,100,4000,1500,8000,611,617,9.069699451097392,,,不可行,9.069699451097392,8.980021026348986,611,0,9.069699451097392,0.8637809001045135,0.0,0.8637809001045135,0.91025,4000,"(0.9009943011059985, 0.9187184756623942)",reliable,verify,617,0,9.158763602826662,0.91325,4000,"(617, 0, 9.158763602826662)",3049,3021,1,27,9.158763602826662,0,0.6085,0.112,1821.2830969999995
